stem,split,cls,cls_name,w,h,area,ar,cx,cy,max_eye_w,source,vg
images_jpg.rf.682cd668ae0911c224cad5d22ce69560,train,0,closed_eye,0.2625,0.267188,0.07013685,0.9824543018399031,0.78125,0.532813,0.309375,unmatched,32252
img_000372_jpg.rf.6135bab05d129022d9c26c19b974f788,train,2,yawning,0.221094,0.517969,0.11451983808600001,0.4268479387762588,0.510156,0.390625,0.0,img,32565
img_000372_jpg.rf.ce46a4ff3866bafcc322eceb72442242,train,2,yawning,0.51875,0.221875,0.11509765625,2.338028169014085,0.609375,0.510156,0.0,img,32254
img_000372_jpg.rf.ed288b5f20860a9f5911aeb34a8405cb,train,2,yawning,0.51875,0.221875,0.11509765625,2.338028169014085,0.390625,0.489844,0.0,img,32255
img_000375_jpg.rf.18e04df9bcbb9e8184f421f8e32eb1f7,train,2,yawning,0.152344,0.379688,0.05784318867200001,0.40123469796253763,0.507812,0.492969,0.0,img,39261
img_000375_jpg.rf.32eb1370a3ed1613fa247ebe909e108e,train,2,yawning,0.379688,0.153125,0.05813972500000001,2.4795951020408165,0.507031,0.507812,0.0,img,39241
img_000377_jpg.rf.1e8b72167bd781bc16725323cc0594db,train,2,yawning,0.665625,0.251563,0.167446621875,2.6459574738733442,0.578906,0.546094,0.0,img,32259
img_000377_jpg.rf.6891e9162152ca71d6800ee6566667ea,train,2,yawning,0.250781,0.664844,0.16673024316399998,0.377202772379686,0.546094,0.421094,0.0,img,32260
img_000377_jpg.rf.8b1004503cc71feb1600e5d7f40c0a1c,train,2,yawning,0.665625,0.25,0.16640625,2.6625,0.421094,0.453906,0.0,img,32261
img_000380_jpg.rf.0a0061a1c7320d5116a21e13036f84b3,train,2,yawning,0.157031,0.358594,0.056310374414000004,0.43790749426928505,0.478125,0.357031,0.0,img,39223
img_000381_jpg.rf.56b3b40efacd0e3e0a3ecb66d0597270,train,2,yawning,0.158594,0.394531,0.06257024941400001,0.40198108640385677,0.453125,0.315625,0.0,img,32265
img_000381_jpg.rf.7621079b81df77ddb2e7b88fad9a2344,train,2,yawning,0.39375,0.159375,0.06275390624999999,2.4705882352941178,0.684375,0.453125,0.0,img,32264
img_000381_jpg.rf.cac2ffb17ad2d6820d410788497c5731,train,2,yawning,0.159375,0.39375,0.06275390624999999,0.40476190476190477,0.453125,0.315625,0.0,img,32265
img_000382_jpg.rf.39ce8c92288887c1a8e636ea630b576e,train,2,yawning,0.270313,0.68125,0.18415073125000003,0.3967897247706422,0.578906,0.445312,0.0,img,32268
img_000382_jpg.rf.6cf8e143afaf245a4280a9df239ac9e6,train,2,yawning,0.68125,0.270313,0.18415073125000003,2.5202265521820997,0.554688,0.578906,0.0,img,32267
img_000382_jpg.rf.e54fdb575100922ada48d2953c6d65bf,train,2,yawning,0.270313,0.68125,0.18415073125000003,0.3967897247706422,0.578906,0.445312,0.0,img,32268
img_000383_jpg.rf.637686a12b75fcfd7b2a79f965eaf661,train,2,yawning,0.35,0.14375,0.050312499999999996,2.4347826086956523,0.73125,0.475781,0.0,img,32269
img_000383_jpg.rf.a4bad7700d80f046ab4bb9d5e90f034e,train,2,yawning,0.14375,0.35,0.050312499999999996,0.4107142857142857,0.475781,0.26875,0.0,img,32270
img_000383_jpg.rf.f0257992d820c07481f5ad413e835aac,train,2,yawning,0.35,0.14375,0.050312499999999996,2.4347826086956523,0.26875,0.524219,0.0,img,32271
img_000384_jpg.rf.498295403cf5e537dcf6781b9e85a372,train,2,yawning,0.390625,0.165625,0.064697265625,2.358490566037736,0.251563,0.507031,0.0,img,39325
img_000384_jpg.rf.e42969033950eeaace3ba316fd739948,train,2,yawning,0.166406,0.390625,0.06500234375,0.42599936,0.492969,0.251563,0.0,img,39305
img_000385_jpg.rf.2c10f3c8dfb44867c405a830dd2b8363,train,2,yawning,0.20625,0.489063,0.10086924375,0.42172480846025967,0.661719,0.525781,0.0,img,50013
img_000386_jpg.rf.6d0d9be39dccf4ef95141c0aea144688,train,2,yawning,0.215625,0.521875,0.112529296875,0.4131736526946108,0.4875,0.510938,0.0,img,32507
img_000386_jpg.rf.ece969e5d0dd5b7644f2fcc0aa1bf0df,train,2,yawning,0.521875,0.215625,0.112529296875,2.4202898550724634,0.489063,0.4875,0.0,img,32280
img_000388_jpg.rf.60faaec6f3abd02b0b802baba9776b65,train,2,yawning,0.146875,0.360938,0.05301276875,0.40692584321961117,0.467187,0.416406,0.0,img,39535
img_000388_jpg.rf.ad359cc23e5a8af470b91facbcb6800f,train,2,yawning,0.360938,0.146875,0.05301276875,2.4574502127659574,0.416406,0.532813,0.0,img,32282
img_000392_jpg.rf.1175ee41dec12d6b08e5d4fd0a4b5ad6,train,2,yawning,0.228125,0.6,0.136875,0.3802083333333333,0.608594,0.439063,0.0,img,32286
img_000392_jpg.rf.9bcfee247be69d55474111f64482422b,train,2,yawning,0.6,0.228125,0.136875,2.6301369863013697,0.560937,0.608594,0.0,img,32285
img_000392_jpg.rf.af25ec9ed8ca1c8dd1d0be2bc0dda924,train,2,yawning,0.228906,0.600781,0.137522375586,0.3810140467158582,0.608594,0.439063,0.0,img,32286
img_000393_jpg.rf.15a2ad299e1fedeb986c8499b7513b42,train,2,yawning,0.247656,0.628125,0.15555892500000001,0.3942782089552238,0.53125,0.459375,0.0,img,32394
img_000394_jpg.rf.236e62fe52415f245ecc023a00a114fb,train,2,yawning,0.414062,0.159375,0.06599113124999999,2.5980360784313725,0.548438,0.509375,0.0,img,32290
img_000394_jpg.rf.61bd66baacd2402359c30675b6392ebc,train,2,yawning,0.414062,0.159375,0.06599113124999999,2.5980360784313725,0.451562,0.490625,0.0,img,32291
img_000394_jpg.rf.de8e5f4dc6608d662ddd3abff99d977c,train,2,yawning,0.158594,0.414062,0.065667748828,0.38301993421275077,0.509375,0.451562,0.0,img,39018
img_000397_jpg.rf.4a48e7d4f80879d8ab62258a7813ae40,train,2,yawning,0.560937,0.228125,0.127963753125,2.458901917808219,0.573438,0.505469,0.0,img,32294
img_000397_jpg.rf.a386613e87db47826452102d60d94fab,train,2,yawning,0.560937,0.228125,0.127963753125,2.458901917808219,0.573438,0.505469,0.0,img,32294
img_000397_jpg.rf.da9dc576ac4b4bac7fc0b1b46fa4dd20,train,2,yawning,0.227344,0.560937,0.127525661328,0.40529328605529674,0.505469,0.426563,0.0,img,32295
img_000404_jpg.rf.9991c0fa342cc179509d1a0a95c66593,train,2,yawning,0.476562,0.196875,0.09382314374999999,2.420632380952381,0.646875,0.432031,0.0,img,32297
img_000404_jpg.rf.f0c9241617bc379c02f5ea3cd376c11d,train,2,yawning,0.196094,0.476562,0.093450948828,0.41147636613913824,0.432031,0.353125,0.0,img,39444
img_000404_jpg.rf.fb45e80bd71bba8b5814c36f43686e73,train,2,yawning,0.476562,0.196875,0.09382314374999999,2.420632380952381,0.646875,0.432031,0.0,img,32299
img_000406_jpg.rf.58d390a8f32840def8ba0a54d4311484,train,2,yawning,0.45625,0.2,0.09125,2.28125,0.564063,0.540625,0.0,img,32300
img_000406_jpg.rf.7c8f3a5eb8017c71d81d2aa464df22a9,train,2,yawning,0.199219,0.455469,0.09073807871100001,0.43739310468989107,0.459375,0.564063,0.0,img,32302
img_000406_jpg.rf.ea82636b771cdf46a222306dc41b5cd6,train,2,yawning,0.2,0.45625,0.09125,0.4383561643835617,0.459375,0.564063,0.0,img,32302
img_000408_jpg.rf.0e9ac532fdd36b7295e0445e3fee3944,train,2,yawning,0.665625,0.25625,0.17056640625,2.5975609756097566,0.539062,0.486719,0.0,img,32305
img_000408_jpg.rf.37f20047b97e1128eeea14b6189f4035,train,2,yawning,0.25625,0.665625,0.17056640625,0.3849765258215962,0.486719,0.460938,0.0,img,32304
img_000408_jpg.rf.f3ad8461febe0ae7556dc2e2477620ab,train,2,yawning,0.665625,0.25625,0.17056640625,2.5975609756097566,0.539062,0.486719,0.0,img,32305
img_000409_jpg.rf.46b9eb971736a6a28374fcc775badecb,train,2,yawning,0.703125,0.259375,0.18237304687500003,2.710843373493976,0.514062,0.419531,0.0,img,32306
img_000409_jpg.rf.82cb9cc1b605e7e2894f30bb7190662e,train,2,yawning,0.703125,0.259375,0.18237304687500003,2.710843373493976,0.485938,0.580469,0.0,img,32307
img_000409_jpg.rf.e6ff583718a1059a75f838c927a72843,train,2,yawning,0.259375,0.703125,0.18237304687500003,0.36888888888888893,0.419531,0.485938,0.0,img,32308
img_000410_jpg.rf.7fdb34bebfd304126b256d7ab8a2ea95,train,2,yawning,0.223438,0.53125,0.11870143749999999,0.42058917647058824,0.442188,0.357031,0.0,img,39461
img_000412_jpg.rf.14f3355faa865f91ae37700c3ca4d61a,train,2,yawning,0.264062,0.701562,0.18525586484400003,0.37639153774007145,0.554688,0.451562,0.0,img,32314
img_000413_jpg.rf.677a268357c7f93df2ca9937aa80d508,train,2,yawning,0.340625,0.15,0.05109375,2.2708333333333335,0.653125,0.466406,0.0,img,32316
img_000414_jpg.rf.15a79459a33756a559c03f35dc649e1a,train,2,yawning,0.132812,0.328125,0.043578937500000005,0.404760380952381,0.485938,0.273438,0.0,img,32388
img_000414_jpg.rf.b471c09ca4bf2a7572895035c2caca76,train,2,yawning,0.328125,0.132812,0.043578937500000005,2.4705975363671957,0.273438,0.514062,0.0,img,32320
img_000416_jpg.rf.02abaa8318ecd026fd614d1285b64529,train,2,yawning,0.526563,0.228125,0.120122184375,2.3082213698630136,0.625781,0.507031,0.0,img,32323
img_000416_jpg.rf.4330862806cd5f485b33f53608821417,train,2,yawning,0.526563,0.228125,0.120122184375,2.3082213698630136,0.625781,0.507031,0.0,img,32323
img_000417_jpg.rf.a0bc0c3d1f7fe8af0c93baf3ec457d08,train,2,yawning,0.161719,0.398438,0.064434994922,0.4058824710494481,0.45625,0.319531,0.0,img,32324
img_000417_jpg.rf.b6b36b2eebeb76147586412e4bc9c74c,train,2,yawning,0.398438,0.1625,0.064746175,2.451926153846154,0.319531,0.54375,0.0,img,32326
img_000417_jpg.rf.ea608200e93fcfb08d7ab0ba10ae1b34,train,2,yawning,0.398438,0.1625,0.064746175,2.451926153846154,0.319531,0.54375,0.0,img,32326
img_000418_jpg.rf.0f8b4b621aaadc36e687ecc072caca18,train,2,yawning,0.546875,0.23125,0.12646484375,2.364864864864865,0.539844,0.450781,0.0,img,32327
img_000418_jpg.rf.8c8dc48acbab2b4931837cb6c54a36ae,train,2,yawning,0.23125,0.546875,0.12646484375,0.4228571428571429,0.549219,0.539844,0.0,img,32329
img_000418_jpg.rf.90ac114f30e258c386bba13cfaa67008,train,2,yawning,0.230469,0.546094,0.125857738086,0.4220317381256707,0.549219,0.539844,0.0,img,32329
img_000419_jpg.rf.46e64ce49e8f32d191851831df374ca6,train,2,yawning,0.585938,0.228125,0.13366710625,2.5684953424657535,0.500781,0.439063,0.0,img,32330
img_000419_jpg.rf.72444725423492ab9b2c7ddf7b4b56b5,train,2,yawning,0.585938,0.228125,0.13366710625,2.5684953424657535,0.499219,0.560937,0.0,img,32331
img_000419_jpg.rf.7baafb391f7b0f6a9d0bdd8f3f4c7669,train,2,yawning,0.227344,0.585938,0.133209488672,0.38800009557325177,0.560937,0.500781,0.0,img,32615
img_000420_jpg.rf.abe65138ed540fdaec1561428cb10b90,train,2,yawning,0.149219,0.396094,0.059104750585999996,0.3767262316520826,0.529687,0.333594,0.0,img,32400
img_000420_jpg.rf.e1c02fe1de4756d8492c2b9f2fab98be,train,2,yawning,0.396875,0.15,0.059531249999999994,2.6458333333333335,0.666406,0.529687,0.0,img,32334
img_000420_jpg.rf.ef405a249a84ac7a61b302cb4ccc2ec7,train,2,yawning,0.396875,0.15,0.059531249999999994,2.6458333333333335,0.666406,0.529687,0.0,img,32335
img_000421_jpg.rf.0d6d9f592f6b4984c84448eb576a5864,train,2,yawning,0.523438,0.228125,0.11940929374999999,2.2945227397260273,0.496094,0.498437,0.0,img,32336
img_000421_jpg.rf.87ded5f9e766a604a221d0014b2a2324,train,2,yawning,0.228125,0.523438,0.11940929374999999,0.43582047921625866,0.498437,0.503906,0.0,img,32338
img_000421_jpg.rf.d3b311c0ea43ac5bb010ddb2c7d31d02,train,2,yawning,0.227344,0.523438,0.11900048867199998,0.43432842094001584,0.498437,0.503906,0.0,img,32338
img_000422_jpg.rf.362f9383dd08678fba8eb8ccb2ad56b3,train,2,yawning,0.590625,0.235937,0.13935029062499998,2.503316563319869,0.499219,0.441406,0.0,img,32339
img_000422_jpg.rf.6a1d25bf5d794d6a00ef548376731c21,train,2,yawning,0.235937,0.590625,0.13935029062499998,0.39947005291005294,0.558594,0.499219,0.0,img,32341
img_000422_jpg.rf.e37de86c2cb5325d56e439de0fe5fb44,train,2,yawning,0.235937,0.590625,0.13935029062499998,0.39947005291005294,0.558594,0.499219,0.0,img,32341
img_000423_jpg.rf.a012e95bb1a8e9d8c77ea8a73c9be644,train,2,yawning,0.173437,0.467969,0.08116313945300001,0.3706164297207721,0.471875,0.492969,0.0,img,32344
img_000423_jpg.rf.a92b80d3bb677d3db29dbbdee7fbe9db,train,2,yawning,0.46875,0.173437,0.08129859375000001,2.702710494300524,0.492969,0.528125,0.0,img,32343
img_000423_jpg.rf.d6533aa054a666f7e0deea4ec6da5630,train,2,yawning,0.173437,0.46875,0.08129859375000001,0.36999893333333334,0.471875,0.492969,0.0,img,32344
img_000424_jpg.rf.3f66ef7edecaab61c0133416958e863f,train,2,yawning,0.204687,0.49375,0.10106420625000001,0.4145559493670886,0.521094,0.515625,0.0,img,32375
img_000425_jpg.rf.0cb3e48bace7f4ef50daf5ced1330eb5,train,2,yawning,0.221875,0.526563,0.116831165625,0.42136458505439994,0.615625,0.38125,0.0,img,32584
img_000426_jpg.rf.2ffb239412fea5242d4f95ab2a7f7db9,train,2,yawning,0.645312,0.239063,0.154270222656,2.699338668049845,0.402344,0.45,0.0,img,32349
img_000426_jpg.rf.ccd80ed8bc6bd1eddbde180f5fdb4156,train,2,yawning,0.239063,0.645312,0.154270222656,0.3704611102846375,0.55,0.402344,0.0,img,32351
img_000426_jpg.rf.d24333a8f9584750c946572ecc4f6aa2,train,2,yawning,0.239063,0.645312,0.154270222656,0.3704611102846375,0.55,0.402344,0.0,img,32351
img_000428_jpg.rf.7f3c56b02bcbeb669249c02a9dd42540,train,2,yawning,0.236719,0.65,0.15386735,0.36418307692307694,0.438281,0.539844,0.0,img,32430
img_000430_jpg.rf.7aa496cbcfd25e99d795d2885eaa2db2,train,2,yawning,0.521875,0.2,0.104375,2.6093749999999996,0.492969,0.507812,0.0,img,32353
img_000430_jpg.rf.9cd761e53e7c1774277fbce8de629575,train,2,yawning,0.521875,0.2,0.104375,2.6093749999999996,0.507031,0.492188,0.0,img,32355
img_000431_jpg.rf.aa7b44df839e4267b3d762e7020a7d4d,train,2,yawning,0.56875,0.2375,0.135078125,2.3947368421052633,0.525781,0.477344,0.0,img,32356
img_000431_jpg.rf.e82da935c09fd6e5d7c55e4cc75c6ada,train,2,yawning,0.56875,0.2375,0.135078125,2.3947368421052633,0.474219,0.522656,0.0,img,32357
img_000431_jpg.rf.f6e197e6b41417eb19981d9dfa9c42c7,train,2,yawning,0.236719,0.56875,0.13463393125,0.41620923076923083,0.522656,0.525781,0.0,img,32358
img_000432_jpg.rf.e349150854a2399b9772efbcb231ea06,train,2,yawning,0.596875,0.25,0.14921875,2.3875,0.547656,0.551562,0.0,img,32361
img_000433_jpg.rf.3a81c7b56b321c6116be53ab11ce8b68,train,2,yawning,0.167969,0.403906,0.067843686914,0.4158616113650206,0.530469,0.53125,0.0,img,39086
img_000434_jpg.rf.2b251e3af11f9d50de0e3a3025cc3f35,train,2,yawning,0.395313,0.171875,0.06794442187500001,2.3000029090909093,0.492969,0.527344,0.0,img,32365
img_000434_jpg.rf.3febcc6f265c23be1fb9645c766b8d79,train,2,yawning,0.395313,0.171875,0.06794442187500001,2.3000029090909093,0.492969,0.527344,0.0,img,32366
img_000434_jpg.rf.ac7f0f91d53fc6baab6e7d28b3104a55,train,2,yawning,0.171094,0.395313,0.067635682422,0.43280640909861295,0.527344,0.507031,0.0,img,39128
img_000436_jpg.rf.247fe7a17433a1728a402a1cc964d23a,train,2,yawning,0.184375,0.460938,0.08498544375000001,0.3999995661021656,0.386719,0.469531,0.0,img,32370
img_000436_jpg.rf.531218e69cc379c708602dab54e67878,train,2,yawning,0.460938,0.184375,0.08498544375000001,2.500002711864407,0.469531,0.613281,0.0,img,32369
img_000436_jpg.rf.6ac60425833a3724fd68d485a88b4669,train,2,yawning,0.184375,0.460938,0.08498544375000001,0.3999995661021656,0.386719,0.469531,0.0,img,32370
img_000438_jpg.rf.46bd80d12a4d28ed85900c1b3bb2175f,train,2,yawning,0.38125,0.171875,0.06552734375,2.2181818181818183,0.464062,0.51875,0.0,img,32371
img_000438_jpg.rf.4dcfa0d657d1c264d2b05724ec37beba,train,2,yawning,0.172656,0.380469,0.065690255664,0.4537978126995892,0.51875,0.535937,0.0,img,32373
img_000438_jpg.rf.50e53fa9e627d49fc7c9fea554d0a966,train,2,yawning,0.171875,0.38125,0.06552734375,0.45081967213114754,0.51875,0.535937,0.0,img,32373
img_000441_jpg.rf.5f3012a8bd2f2a6623746fc02c15bc7b,train,2,yawning,0.540625,0.209375,0.11319335937500001,2.582089552238806,0.530469,0.483594,0.0,img,32376
img_000441_jpg.rf.daac4231ff2b95359dea20d070010c9d,train,2,yawning,0.540625,0.209375,0.11319335937500001,2.582089552238806,0.530469,0.483594,0.0,img,32376
img_000445_jpg.rf.66cb1dc72857ca22053e11f214f92b18,train,2,yawning,0.23125,0.521875,0.12068359375,0.44311377245508987,0.303125,0.396875,0.0,img,32382
img_000445_jpg.rf.854afb96eaadf283c47e5623124d1da1,train,2,yawning,0.521875,0.23125,0.12068359375,2.2567567567567566,0.396875,0.696875,0.0,img,32381
img_000445_jpg.rf.f19103f8d2ac552bec91c3c8ac1fa1fe,train,2,yawning,0.230469,0.521094,0.12009601308599999,0.4422791281419476,0.303125,0.396875,0.0,img,32382
img_000447_jpg.rf.753d3ae21ff56553fb03a458ce3d4d9a,train,2,yawning,0.559375,0.221875,0.12411132812499999,2.52112676056338,0.558594,0.510938,0.0,img,32383
img_000447_jpg.rf.9a510f1a4bd9277aa88ccd26a63bfdd0,train,2,yawning,0.559375,0.221875,0.12411132812499999,2.52112676056338,0.558594,0.510938,0.0,img,32384
img_000447_jpg.rf.a10f105ec8a9e6029c179cdd7de2afef,train,2,yawning,0.221875,0.559375,0.12411132812499999,0.39664804469273746,0.510938,0.441406,0.0,img,32516
img_000449_jpg.rf.470651e0c67140ba63c345a83a97d87a,train,2,yawning,0.325,0.13125,0.04265625000000001,2.4761904761904763,0.263281,0.520312,0.0,img,32387
img_000449_jpg.rf.7acfd104e003337efd6ac0743fb814cb,train,2,yawning,0.325,0.13125,0.04265625000000001,2.4761904761904763,0.263281,0.520312,0.0,img,32387
img_000450_jpg.rf.44180bc77812ce28c8a8eef892541b07,train,2,yawning,0.539062,0.2125,0.114550675,2.5367623529411767,0.505469,0.494531,0.0,img,32389
img_000450_jpg.rf.81c281f8551243ae798dab77663431df,train,2,yawning,0.211719,0.539062,0.114129667578,0.39275445125050545,0.494531,0.494531,0.0,img,32390
img_000450_jpg.rf.ca8739f8efed77f31c6035a9bc41a586,train,2,yawning,0.539062,0.2125,0.114550675,2.5367623529411767,0.494531,0.505469,0.0,img,32391
img_000451_jpg.rf.898d5958572c78ba9f76470b14deb37a,train,2,yawning,0.654687,0.254688,0.16674092265600002,2.5705451375800976,0.480469,0.459375,0.0,img,32393
img_000455_jpg.rf.13b22c170e89dbb67c025c59ad1aa141,train,2,yawning,0.353125,0.153125,0.054072265625000004,2.306122448979592,0.335156,0.5,0.0,img,32398
img_000457_jpg.rf.40a3278e6891601cae89d7d6bf769a6e,train,2,yawning,0.570312,0.221875,0.126537975,2.5704202816901414,0.558594,0.599219,0.0,img,32401
img_000457_jpg.rf.719c3c935841101438c4a908458b6f58,train,2,yawning,0.221875,0.570312,0.126537975,0.3890414369678351,0.599219,0.441406,0.0,img,32403
img_000457_jpg.rf.d2ca4273e250b6261af9ec15199e8cb6,train,2,yawning,0.221875,0.570312,0.126537975,0.3890414369678351,0.599219,0.441406,0.0,img,32403
img_000459_jpg.rf.b25e32b4d637d78f0aa9c391d06fcc6c,train,2,yawning,0.670312,0.24375,0.16338855,2.7499979487179487,0.421094,0.427344,0.0,img,32406
img_000460_jpg.rf.86947be4a2b042e54209f843605261d6,train,2,yawning,0.509375,0.215625,0.10983398437500001,2.36231884057971,0.642188,0.510156,0.0,img,32407
img_000460_jpg.rf.87584d5850e1adeb271825285dc021ae,train,2,yawning,0.509375,0.215625,0.10983398437500001,2.36231884057971,0.642188,0.510156,0.0,img,32408
img_000461_jpg.rf.30c8fd01f8dd399f687130e5197a1e6f,train,2,yawning,0.194531,0.514062,0.10000099492200001,0.3784193346327875,0.575781,0.463281,0.0,img,32425
img_000461_jpg.rf.9c05bf9c59db0cc65813102c176103cf,train,2,yawning,0.514062,0.19375,0.0995995125,2.6532232258064514,0.463281,0.424219,0.0,img,32411
img_000461_jpg.rf.ee43b7d983e334d3c064529cead824e0,train,2,yawning,0.514062,0.19375,0.0995995125,2.6532232258064514,0.463281,0.424219,0.0,img,32412
img_000462_jpg.rf.114840fcc27b603fbae3b90b8fc0ba27,train,2,yawning,0.25625,0.66875,0.17136718749999996,0.38317757009345793,0.467187,0.442969,0.0,img,32414
img_000462_jpg.rf.70ff7061bf7b7cd56857b2e205bb371b,train,2,yawning,0.257031,0.667969,0.171688740039,0.38479480335165256,0.467187,0.442969,0.0,img,32414
img_000462_jpg.rf.7d05c31f46ddf08530249639df1ca5c8,train,2,yawning,0.66875,0.25625,0.17136718749999996,2.6097560975609757,0.557031,0.467187,0.0,img,32415
img_000463_jpg.rf.07f3bdc57ce4a05afc77b236f3abc52d,train,2,yawning,0.153125,0.379688,0.05813972500000001,0.40329164998630457,0.521094,0.364844,0.0,img,39168
img_000463_jpg.rf.cadd859919c220a29ca90ffe909d0e05,train,2,yawning,0.379688,0.153125,0.05813972500000001,2.4795951020408165,0.635156,0.521094,0.0,img,32418
img_000466_jpg.rf.85db6fffe335bfe90c10ca3c32a446ad,train,2,yawning,0.221875,0.553125,0.12272460937499999,0.4011299435028249,0.369531,0.444531,0.0,img,32492
img_000467_jpg.rf.2e3545fd87d6b334ff0a92215eeeb2ca,train,2,yawning,0.175781,0.460156,0.080886681836,0.3820030598318831,0.385156,0.416406,0.0,img,39594
img_000467_jpg.rf.45408454fa8b8c29c9bf6c595bc7d398,train,2,yawning,0.459375,0.175,0.080390625,2.625,0.583594,0.385156,0.0,img,39574
img_000467_jpg.rf.f80767656aa50834057d40c233e75736,train,2,yawning,0.459375,0.175,0.080390625,2.625,0.583594,0.385156,0.0,img,32424
img_000468_jpg.rf.991748f19fc6cca710a2172117a7c0b8,train,2,yawning,0.180469,0.434375,0.078391221875,0.4154682014388489,0.592187,0.464062,0.0,img,32425
img_000470_jpg.rf.e8a564f68614c205230ca48231666255,train,2,yawning,0.183594,0.451562,0.08290407382800001,0.40657539828417805,0.480469,0.353125,0.0,img,38931
img_000472_jpg.rf.40a3f479ac227ffb351fef002cfdd1f0,train,2,yawning,0.645312,0.232813,0.150237022656,2.771803980018298,0.578125,0.492188,0.0,img,38977
img_000472_jpg.rf.7117479d53b368847b50e6704f8eaa4f,train,2,yawning,0.232813,0.645312,0.150237022656,0.36077587275612416,0.492188,0.421875,0.0,img,38989
img_000473_jpg.rf.347c37bf64abf59aa1cb79367bcdcffa,train,2,yawning,0.58125,0.214062,0.12442353750000001,2.715334809541161,0.5375,0.575781,0.0,img,32431
img_000473_jpg.rf.5082249a34e6d74305eefaa58977d371,train,2,yawning,0.58125,0.214062,0.12442353750000001,2.715334809541161,0.5375,0.575781,0.0,img,32432
img_000475_jpg.rf.1c2a6944aac0135c2d185da62d061fbb,train,2,yawning,0.61875,0.253125,0.15662109375,2.4444444444444446,0.478906,0.582812,0.0,img,32433
img_000475_jpg.rf.9f9b7e831cd1bfcffcf84fcbe37f2801,train,2,yawning,0.253125,0.61875,0.15662109375,0.40909090909090906,0.582812,0.521094,0.0,img,32623
img_000476_jpg.rf.d579daadf1d101953b9e1577f39b6a62,train,2,yawning,0.213281,0.515625,0.109973015625,0.4136358787878788,0.482031,0.50625,0.0,img,32574
img_000478_jpg.rf.58c1477f0888ea6ab2aaf6f55c620d32,train,2,yawning,0.302344,0.665625,0.20124772500000002,0.4542257276995305,0.524219,0.332813,0.0,img,32523
img_000478_jpg.rf.92541b07a14721a070a89285c9363f33,train,2,yawning,0.665625,0.303125,0.20176757812499999,2.195876288659794,0.332813,0.475781,0.0,img,32438
img_000478_jpg.rf.95b06b76b128a9faedb18c483704fe45,train,2,yawning,0.665625,0.303125,0.20176757812499999,2.195876288659794,0.332813,0.475781,0.0,img,32439
img_000480_jpg.rf.7a8f351cbd81160649b62b26ddf6be78,train,2,yawning,0.23125,0.60625,0.1401953125,0.3814432989690722,0.509375,0.494531,0.0,img,39385
img_000480_jpg.rf.a089085d27ee6838e8ac22b10d321dc9,train,2,yawning,0.60625,0.23125,0.1401953125,2.6216216216216215,0.505469,0.509375,0.0,img,32441
img_000481_jpg.rf.e8ea3745e953dec1956f14b0d1e6a24d,train,2,yawning,0.238281,0.621875,0.148180996875,0.3831654271356784,0.523438,0.414062,0.0,img,32443
img_000482_jpg.rf.2676291e9d054967df892a9ea04f77f3,train,2,yawning,0.53125,0.209375,0.11123046875,2.5373134328358207,0.4625,0.445312,0.0,img,32444
img_000482_jpg.rf.3fc8103472cfba49b1e766cdbfafd55f,train,2,yawning,0.53125,0.209375,0.11123046875,2.5373134328358207,0.4625,0.445312,0.0,img,32445
img_000482_jpg.rf.e20965d695db8e5b7ebae86b194bc1e2,train,2,yawning,0.210156,0.530469,0.111481243164,0.396170181480916,0.445312,0.5375,0.0,img,32446
img_000483_jpg.rf.4fa2986afbe2d6fbe2969b22b3327713,train,2,yawning,0.58125,0.21875,0.12714843750000002,2.6571428571428575,0.446094,0.450781,0.0,img,32447
img_000483_jpg.rf.cd80dd6f56dd0477e76675f5f3641236,train,2,yawning,0.21875,0.582031,0.12731928125,0.37583908760873563,0.549219,0.446094,0.0,img,32448
img_000483_jpg.rf.fa7a6c05b2764849591f47943ba8e966,train,2,yawning,0.58125,0.21875,0.12714843750000002,2.6571428571428575,0.553906,0.549219,0.0,img,32449
img_000484_jpg.rf.1d922744d5698d8fa884831ef59fc4a7,train,2,yawning,0.56875,0.23125,0.1315234375,2.459459459459459,0.619531,0.424219,0.0,img,32452
img_000484_jpg.rf.21c04724b31601caf331661b125ca464,train,2,yawning,0.23125,0.56875,0.1315234375,0.40659340659340665,0.424219,0.380469,0.0,img,32454
img_000484_jpg.rf.466d72c505872992700c5b3d9af8eb94,train,2,yawning,0.56875,0.23125,0.1315234375,2.459459459459459,0.619531,0.424219,0.0,img,32452
img_000484_jpg.rf.eee2482cf340078e2280746d6dd2093b,train,2,yawning,0.56875,0.232813,0.13241239375,2.442947773534983,0.380469,0.575781,0.0,img,32455
img_000487_jpg.rf.60aa107d270b162e60b0a8368b2a9a6c,train,2,yawning,0.2,0.526563,0.1053126,0.37982159779551544,0.446094,0.502344,0.0,img,39604
img_000488_jpg.rf.5af37130007fdecf54f6f1f5f6c09e40,train,2,yawning,0.241406,0.632031,0.152576075586,0.3819527839615462,0.619531,0.446875,0.0,img,38905
img_000488_jpg.rf.a931dcacaef3c41956866ba22c875991,train,2,yawning,0.63125,0.242188,0.15288117499999998,2.606446231852941,0.553125,0.619531,0.0,img,32460
img_000488_jpg.rf.e924b231e0e458f2329322feffff3b58,train,2,yawning,0.63125,0.242188,0.15288117499999998,2.606446231852941,0.553125,0.619531,0.0,img,32461
