image_id,source_dataset,original_path,final_path,subject_id,video_id,session_id,split,visual_group_id,class_count,classes_present,n_closed,n_open,n_yawn,image_width,image_height,max_eye_box_width,quality_status,duplicate_status,annotation_status,lighting_condition,gray_flag,brightness,blur_var,blur_status,glasses_status,reason_code,reason
000001_jpg.rf.bc86be6e310885eda2b091ac1d57e99e,bare_numeric,C:\mini_yolo\dataset\images\train\000001_jpg.rf.bc86be6e310885eda2b091ac1d57e99e.jpg,C:\mini_yolo\dataset_final_v1\images\train\000001_jpg.rf.bc86be6e310885eda2b091ac1d57e99e.jpg,unknown,unknown,unknown,train,2,2,open_eye,0,2,0,640,640,0.1023,ok,unique,eye_scale,normal_daylight,rgb,146.86,594.26,sharp,unknown,A,eye boxes at eye scale; deployment-relevant framing
closed_eye_1270-jpg_face_1_jpg.rf.4d14b2fad4bf430732322a28164b42b7,unmatched,C:\mini_yolo\dataset\images\train\closed_eye_1270-jpg_face_1_jpg.rf.4d14b2fad4bf430732322a28164b42b7.jpg,C:\mini_yolo\dataset_final_v1\images\train\closed_eye_1270-jpg_face_1_jpg.rf.4d14b2fad4bf430732322a28164b42b7.jpg,unknown,unknown,unknown,train,21759,1,closed_eye,1,0,0,640,640,0.1062,ok,unique,eye_scale,low_light,rgb,91.69,16144.72,sharp,unknown,A,eye boxes at eye scale; deployment-relevant framing
closed_eye_1270-jpg_face_1_jpg.rf.53954d11596ed9ede9eba46aa050d6f3,unmatched,C:\mini_yolo\dataset\images\train\closed_eye_1270-jpg_face_1_jpg.rf.53954d11596ed9ede9eba46aa050d6f3.jpg,C:\mini_yolo\dataset_final_v1\images\train\closed_eye_1270-jpg_face_1_jpg.rf.53954d11596ed9ede9eba46aa050d6f3.jpg,unknown,unknown,unknown,train,21760,1,closed_eye,1,0,0,640,640,0.1062,ok,unique,eye_scale,low_light,rgb,90.36,1088.51,sharp,unknown,A,eye boxes at eye scale; deployment-relevant framing
closed_eye_1270-jpg_face_1_jpg.rf.9a11bb72eb6db91f1b36995856253a45,unmatched,C:\mini_yolo\dataset\images\train\closed_eye_1270-jpg_face_1_jpg.rf.9a11bb72eb6db91f1b36995856253a45.jpg,C:\mini_yolo\dataset_final_v1\images\train\closed_eye_1270-jpg_face_1_jpg.rf.9a11bb72eb6db91f1b36995856253a45.jpg,unknown,unknown,unknown,train,21762,1,closed_eye,1,0,0,640,640,0.2586,ok,intra_split_near_duplicate,eye_scale,low_light,rgb,90.49,34.26,sharp,unknown,A,eye boxes at eye scale; deployment-relevant framing
closed_eye_1270-jpg_face_1_jpg.rf.a40fde46b09d9d8d47d00bf5c1d6517b,unmatched,C:\mini_yolo\dataset\images\train\closed_eye_1270-jpg_face_1_jpg.rf.a40fde46b09d9d8d47d00bf5c1d6517b.jpg,C:\mini_yolo\dataset_final_v1\images\train\closed_eye_1270-jpg_face_1_jpg.rf.a40fde46b09d9d8d47d00bf5c1d6517b.jpg,unknown,unknown,unknown,train,21762,1,closed_eye,1,0,0,640,640,0.2586,ok,intra_split_near_duplicate,eye_scale,low_light,rgb,90.35,34.39,sharp,unknown,A,eye boxes at eye scale; deployment-relevant framing
closed_eye_1272-jpg_face_1_jpg.rf.0e8b6f9eff7ed94485d38b3a2acf76a5,unmatched,C:\mini_yolo\dataset\images\train\closed_eye_1272-jpg_face_1_jpg.rf.0e8b6f9eff7ed94485d38b3a2acf76a5.jpg,C:\mini_yolo\dataset_final_v1\images\train\closed_eye_1272-jpg_face_1_jpg.rf.0e8b6f9eff7ed94485d38b3a2acf76a5.jpg,unknown,unknown,unknown,train,21766,2,closed_eye,2,0,0,640,640,0.2062,ok,unique,eye_scale,normal_daylight,rgb,159.13,19866.01,sharp,unknown,A,eye boxes at eye scale; deployment-relevant framing
closed_eye_1276-jpg_face_2_jpg.rf.694b63d83405242b4cf3c2574772bce5,unmatched,C:\mini_yolo\dataset\images\train\closed_eye_1276-jpg_face_2_jpg.rf.694b63d83405242b4cf3c2574772bce5.jpg,C:\mini_yolo\dataset_final_v1\images\train\closed_eye_1276-jpg_face_2_jpg.rf.694b63d83405242b4cf3c2574772bce5.jpg,unknown,unknown,unknown,train,21767,2,closed_eye,2,0,0,640,640,0.275,ok,unique,eye_scale,normal_daylight,rgb,136.66,65.13,sharp,unknown,A,eye boxes at eye scale; deployment-relevant framing
closed_eye_1276-jpg_face_2_jpg.rf.8855746a47a30e89c83d4676f0f23dc0,unmatched,C:\mini_yolo\dataset\images\train\closed_eye_1276-jpg_face_2_jpg.rf.8855746a47a30e89c83d4676f0f23dc0.jpg,C:\mini_yolo\dataset_final_v1\images\train\closed_eye_1276-jpg_face_2_jpg.rf.8855746a47a30e89c83d4676f0f23dc0.jpg,unknown,unknown,unknown,train,21768,2,closed_eye,2,0,0,640,640,0.2687,ok,unique,eye_scale,normal_daylight,rgb,138.52,63.22,sharp,unknown,A,eye boxes at eye scale; deployment-relevant framing
closed_eye_1276-jpg_face_2_jpg.rf.a705e24d115cfaf3954b0f2f3366a30d,unmatched,C:\mini_yolo\dataset\images\train\closed_eye_1276-jpg_face_2_jpg.rf.a705e24d115cfaf3954b0f2f3366a30d.jpg,C:\mini_yolo\dataset_final_v1\images\train\closed_eye_1276-jpg_face_2_jpg.rf.a705e24d115cfaf3954b0f2f3366a30d.jpg,unknown,unknown,unknown,train,21772,2,closed_eye,2,0,0,640,640,0.2523,ok,unique,eye_scale,normal_daylight,rgb,104.7,57.82,sharp,unknown,A,eye boxes at eye scale; deployment-relevant framing
closed_eye_1276-jpg_face_6_jpg.rf.2847e70993f316b249893978ba9d32db,unmatched,C:\mini_yolo\dataset\images\train\closed_eye_1276-jpg_face_6_jpg.rf.2847e70993f316b249893978ba9d32db.jpg,C:\mini_yolo\dataset_final_v1\images\train\closed_eye_1276-jpg_face_6_jpg.rf.2847e70993f316b249893978ba9d32db.jpg,unknown,unknown,unknown,train,21773,2,closed_eye,2,0,0,640,640,0.1938,ok,unique,eye_scale,low_light,rgb,92.06,42.43,sharp,unknown,A,eye boxes at eye scale; deployment-relevant framing
closed_eye_1278-jpg_face_3_jpg.rf.15b21c0d9198d83f6c65d38d2d38aa40,unmatched,C:\mini_yolo\dataset\images\train\closed_eye_1278-jpg_face_3_jpg.rf.15b21c0d9198d83f6c65d38d2d38aa40.jpg,C:\mini_yolo\dataset_final_v1\images\train\closed_eye_1278-jpg_face_3_jpg.rf.15b21c0d9198d83f6c65d38d2d38aa40.jpg,unknown,unknown,unknown,train,21776,2,closed_eye,2,0,0,640,640,0.2273,ok,unique,eye_scale,normal_daylight,rgb,125.15,31.19,sharp,unknown,A,eye boxes at eye scale; deployment-relevant framing
closed_eye_1278-jpg_face_3_jpg.rf.747044eb758c304850f18d34bb4f2762,unmatched,C:\mini_yolo\dataset\images\train\closed_eye_1278-jpg_face_3_jpg.rf.747044eb758c304850f18d34bb4f2762.jpg,C:\mini_yolo\dataset_final_v1\images\train\closed_eye_1278-jpg_face_3_jpg.rf.747044eb758c304850f18d34bb4f2762.jpg,unknown,unknown,unknown,train,21777,2,closed_eye,2,0,0,640,640,0.1266,ok,unique,eye_scale,normal_daylight,rgb,124.86,14185.18,sharp,unknown,A,eye boxes at eye scale; deployment-relevant framing
closed_eye_1278-jpg_face_3_jpg.rf.e1cee220abbd3490d19b94725d34ec42,unmatched,C:\mini_yolo\dataset\images\train\closed_eye_1278-jpg_face_3_jpg.rf.e1cee220abbd3490d19b94725d34ec42.jpg,C:\mini_yolo\dataset_final_v1\images\train\closed_eye_1278-jpg_face_3_jpg.rf.e1cee220abbd3490d19b94725d34ec42.jpg,unknown,unknown,unknown,train,21779,2,closed_eye,2,0,0,640,640,0.2344,ok,intra_split_near_duplicate,eye_scale,low_light,rgb,85.53,73.61,sharp,unknown,A,eye boxes at eye scale; deployment-relevant framing
closed_eye_1278-jpg_face_3_jpg.rf.e4c35a7b1dbdd342f6030067a9f731cd,unmatched,C:\mini_yolo\dataset\images\train\closed_eye_1278-jpg_face_3_jpg.rf.e4c35a7b1dbdd342f6030067a9f731cd.jpg,C:\mini_yolo\dataset_final_v1\images\train\closed_eye_1278-jpg_face_3_jpg.rf.e4c35a7b1dbdd342f6030067a9f731cd.jpg,unknown,unknown,unknown,train,21779,2,closed_eye,2,0,0,640,640,0.2359,ok,intra_split_near_duplicate,eye_scale,normal_daylight,rgb,106.95,82.33,sharp,unknown,A,eye boxes at eye scale; deployment-relevant framing
closed_eye_1279-jpg_face_1_jpg.rf.15e5f408fa9484277ee90691ecd7b85a,unmatched,C:\mini_yolo\dataset\images\train\closed_eye_1279-jpg_face_1_jpg.rf.15e5f408fa9484277ee90691ecd7b85a.jpg,C:\mini_yolo\dataset_final_v1\images\train\closed_eye_1279-jpg_face_1_jpg.rf.15e5f408fa9484277ee90691ecd7b85a.jpg,unknown,unknown,unknown,train,21785,2,closed_eye,2,0,0,640,640,0.2539,ok,unique,eye_scale,low_light,rgb,66.01,7.67,blurry,unknown,A,eye boxes at eye scale; deployment-relevant framing
closed_eye_1279-jpg_face_1_jpg.rf.4f398be4884f26cbd35852315628625d,unmatched,C:\mini_yolo\dataset\images\train\closed_eye_1279-jpg_face_1_jpg.rf.4f398be4884f26cbd35852315628625d.jpg,C:\mini_yolo\dataset_final_v1\images\train\closed_eye_1279-jpg_face_1_jpg.rf.4f398be4884f26cbd35852315628625d.jpg,unknown,unknown,unknown,train,21782,2,closed_eye,2,0,0,640,640,0.1313,ok,unique,eye_scale,low_light,rgb,68.96,20577.39,sharp,unknown,A,eye boxes at eye scale; deployment-relevant framing
closed_eye_1286-jpg_face_2_jpg.rf.0b1042b5dbf61586780a464250347d19,unmatched,C:\mini_yolo\dataset\images\train\closed_eye_1286-jpg_face_2_jpg.rf.0b1042b5dbf61586780a464250347d19.jpg,C:\mini_yolo\dataset_final_v1\images\train\closed_eye_1286-jpg_face_2_jpg.rf.0b1042b5dbf61586780a464250347d19.jpg,unknown,unknown,unknown,train,21786,2,closed_eye,2,0,0,640,640,0.2219,ok,unique,eye_scale,normal_daylight,rgb,112.2,69.53,sharp,unknown,A,eye boxes at eye scale; deployment-relevant framing
closed_eye_1286-jpg_face_2_jpg.rf.3807a916daa9305cb827b13ed707b43e,unmatched,C:\mini_yolo\dataset\images\train\closed_eye_1286-jpg_face_2_jpg.rf.3807a916daa9305cb827b13ed707b43e.jpg,C:\mini_yolo\dataset_final_v1\images\train\closed_eye_1286-jpg_face_2_jpg.rf.3807a916daa9305cb827b13ed707b43e.jpg,unknown,unknown,unknown,train,21792,2,closed_eye,2,0,0,640,640,0.2078,ok,unique,eye_scale,low_light,rgb,75.33,43.87,sharp,unknown,A,eye boxes at eye scale; deployment-relevant framing
closed_eye_1286-jpg_face_2_jpg.rf.81e48b64fc280fe3a9783d501e21752c,unmatched,C:\mini_yolo\dataset\images\train\closed_eye_1286-jpg_face_2_jpg.rf.81e48b64fc280fe3a9783d501e21752c.jpg,C:\mini_yolo\dataset_final_v1\images\train\closed_eye_1286-jpg_face_2_jpg.rf.81e48b64fc280fe3a9783d501e21752c.jpg,unknown,unknown,unknown,train,21789,2,closed_eye,2,0,0,640,640,0.2141,ok,unique,eye_scale,normal_daylight,rgb,150.4,83.37,sharp,unknown,A,eye boxes at eye scale; deployment-relevant framing
closed_eye_1286-jpg_face_2_jpg.rf.9a3fac797b03617aac5744676b341b13,unmatched,C:\mini_yolo\dataset\images\train\closed_eye_1286-jpg_face_2_jpg.rf.9a3fac797b03617aac5744676b341b13.jpg,C:\mini_yolo\dataset_final_v1\images\train\closed_eye_1286-jpg_face_2_jpg.rf.9a3fac797b03617aac5744676b341b13.jpg,unknown,unknown,unknown,train,21791,2,closed_eye,2,0,0,640,640,0.1219,ok,unique,eye_scale,normal_daylight,rgb,124.05,10236.39,sharp,unknown,A,eye boxes at eye scale; deployment-relevant framing
closed_eye_1286-jpg_face_2_jpg.rf.bd134f65f7e96fdef38202a127bffc6d,unmatched,C:\mini_yolo\dataset\images\train\closed_eye_1286-jpg_face_2_jpg.rf.bd134f65f7e96fdef38202a127bffc6d.jpg,C:\mini_yolo\dataset_final_v1\images\train\closed_eye_1286-jpg_face_2_jpg.rf.bd134f65f7e96fdef38202a127bffc6d.jpg,unknown,unknown,unknown,train,21793,2,closed_eye,2,0,0,640,640,0.2219,ok,unique,eye_scale,night_or_very_low_light,rgb,52.82,29.39,sharp,unknown,A,eye boxes at eye scale; deployment-relevant framing
closed_eye_1286-jpg_face_2_jpg.rf.f6dfabf982408fe76c3c212e2fc28374,unmatched,C:\mini_yolo\dataset\images\train\closed_eye_1286-jpg_face_2_jpg.rf.f6dfabf982408fe76c3c212e2fc28374.jpg,C:\mini_yolo\dataset_final_v1\images\train\closed_eye_1286-jpg_face_2_jpg.rf.f6dfabf982408fe76c3c212e2fc28374.jpg,unknown,unknown,unknown,train,21794,2,closed_eye,2,0,0,640,640,0.2062,ok,unique,eye_scale,low_light,rgb,63.47,44.48,sharp,unknown,A,eye boxes at eye scale; deployment-relevant framing
closed_eye_1291-jpg_face_3_jpg.rf.3e866b7bdc730e6739ecad01eb89d524,unmatched,C:\mini_yolo\dataset\images\train\closed_eye_1291-jpg_face_3_jpg.rf.3e866b7bdc730e6739ecad01eb89d524.jpg,C:\mini_yolo\dataset_final_v1\images\train\closed_eye_1291-jpg_face_3_jpg.rf.3e866b7bdc730e6739ecad01eb89d524.jpg,unknown,unknown,unknown,train,21795,2,closed_eye,2,0,0,640,640,0.2406,ok,unique,eye_scale,normal_daylight,rgb,126.94,94.22,sharp,unknown,A,eye boxes at eye scale; deployment-relevant framing
closed_eye_1291-jpg_face_3_jpg.rf.4abbabf6e657d33d6ac99d11af148529,unmatched,C:\mini_yolo\dataset\images\train\closed_eye_1291-jpg_face_3_jpg.rf.4abbabf6e657d33d6ac99d11af148529.jpg,C:\mini_yolo\dataset_final_v1\images\train\closed_eye_1291-jpg_face_3_jpg.rf.4abbabf6e657d33d6ac99d11af148529.jpg,unknown,unknown,unknown,train,21799,2,closed_eye,2,0,0,640,640,0.2203,ok,unique,eye_scale,normal_daylight,rgb,133.44,91.99,sharp,unknown,A,eye boxes at eye scale; deployment-relevant framing
closed_eye_1291-jpg_face_3_jpg.rf.64870643c7775b11783ee1ee1db4273a,unmatched,C:\mini_yolo\dataset\images\train\closed_eye_1291-jpg_face_3_jpg.rf.64870643c7775b11783ee1ee1db4273a.jpg,C:\mini_yolo\dataset_final_v1\images\train\closed_eye_1291-jpg_face_3_jpg.rf.64870643c7775b11783ee1ee1db4273a.jpg,unknown,unknown,unknown,train,21797,2,closed_eye,2,0,0,640,640,0.1219,ok,unique,eye_scale,normal_daylight,rgb,133.13,9307.21,sharp,unknown,A,eye boxes at eye scale; deployment-relevant framing
closed_eye_1291-jpg_face_3_jpg.rf.eea6438cb1560c622f73d02f33d82441,unmatched,C:\mini_yolo\dataset\images\train\closed_eye_1291-jpg_face_3_jpg.rf.eea6438cb1560c622f73d02f33d82441.jpg,C:\mini_yolo\dataset_final_v1\images\train\closed_eye_1291-jpg_face_3_jpg.rf.eea6438cb1560c622f73d02f33d82441.jpg,unknown,unknown,unknown,train,21800,2,closed_eye,2,0,0,640,640,0.2344,ok,unique,eye_scale,low_light,rgb,92.3,71.91,sharp,unknown,A,eye boxes at eye scale; deployment-relevant framing
closed_eye_1292-jpg_face_1_jpg.rf.2ad0c9c8e70ac7e0e849b40184b03bdd,unmatched,C:\mini_yolo\dataset\images\train\closed_eye_1292-jpg_face_1_jpg.rf.2ad0c9c8e70ac7e0e849b40184b03bdd.jpg,C:\mini_yolo\dataset_final_v1\images\train\closed_eye_1292-jpg_face_1_jpg.rf.2ad0c9c8e70ac7e0e849b40184b03bdd.jpg,unknown,unknown,unknown,train,21801,2,closed_eye,2,0,0,640,640,0.0953,ok,unique,eye_scale,normal_daylight,rgb,106.15,17281.89,sharp,unknown,A,eye boxes at eye scale; deployment-relevant framing
closed_eye_1292-jpg_face_1_jpg.rf.3bd2f7744fa0db1466781c91ca6c1046,unmatched,C:\mini_yolo\dataset\images\train\closed_eye_1292-jpg_face_1_jpg.rf.3bd2f7744fa0db1466781c91ca6c1046.jpg,C:\mini_yolo\dataset_final_v1\images\train\closed_eye_1292-jpg_face_1_jpg.rf.3bd2f7744fa0db1466781c91ca6c1046.jpg,unknown,unknown,unknown,train,21805,2,closed_eye,2,0,0,640,640,0.2437,ok,unique,eye_scale,normal_daylight,rgb,105.48,36.8,sharp,unknown,A,eye boxes at eye scale; deployment-relevant framing
closed_eye_1292-jpg_face_1_jpg.rf.98b377d001ea77afb450563a61917338,unmatched,C:\mini_yolo\dataset\images\train\closed_eye_1292-jpg_face_1_jpg.rf.98b377d001ea77afb450563a61917338.jpg,C:\mini_yolo\dataset_final_v1\images\train\closed_eye_1292-jpg_face_1_jpg.rf.98b377d001ea77afb450563a61917338.jpg,unknown,unknown,unknown,train,21804,2,closed_eye,2,0,0,640,640,0.2578,ok,unique,eye_scale,night_or_very_low_light,rgb,59.58,23.72,blurry,unknown,A,eye boxes at eye scale; deployment-relevant framing
closed_eye_1292-jpg_face_1_jpg.rf.fcc88a223a041d9db59b93f5679641ba,unmatched,C:\mini_yolo\dataset\images\train\closed_eye_1292-jpg_face_1_jpg.rf.fcc88a223a041d9db59b93f5679641ba.jpg,C:\mini_yolo\dataset_final_v1\images\train\closed_eye_1292-jpg_face_1_jpg.rf.fcc88a223a041d9db59b93f5679641ba.jpg,unknown,unknown,unknown,train,21806,2,closed_eye,2,0,0,640,640,0.2516,ok,unique,eye_scale,low_light,rgb,74.3,33.18,sharp,unknown,A,eye boxes at eye scale; deployment-relevant framing
closed_eye_1293-jpg_face_2_jpg.rf.1df1c52b1fa1dc78c8abbe3caf08ac53,unmatched,C:\mini_yolo\dataset\images\train\closed_eye_1293-jpg_face_2_jpg.rf.1df1c52b1fa1dc78c8abbe3caf08ac53.jpg,C:\mini_yolo\dataset_final_v1\images\train\closed_eye_1293-jpg_face_2_jpg.rf.1df1c52b1fa1dc78c8abbe3caf08ac53.jpg,unknown,unknown,unknown,train,21807,2,closed_eye,2,0,0,640,640,0.1125,ok,unique,eye_scale,normal_daylight,rgb,141.44,15548.18,sharp,unknown,A,eye boxes at eye scale; deployment-relevant framing
closed_eye_1293-jpg_face_2_jpg.rf.3ff10b5bf212550a9ddfe264e02be507,unmatched,C:\mini_yolo\dataset\images\train\closed_eye_1293-jpg_face_2_jpg.rf.3ff10b5bf212550a9ddfe264e02be507.jpg,C:\mini_yolo\dataset_final_v1\images\train\closed_eye_1293-jpg_face_2_jpg.rf.3ff10b5bf212550a9ddfe264e02be507.jpg,unknown,unknown,unknown,train,21811,2,closed_eye,2,0,0,640,640,0.2242,ok,intra_split_near_duplicate,eye_scale,normal_daylight,rgb,142.36,30.48,sharp,unknown,A,eye boxes at eye scale; deployment-relevant framing
closed_eye_1293-jpg_face_2_jpg.rf.894510d5df6f641128de5fb73e0418b7,unmatched,C:\mini_yolo\dataset\images\train\closed_eye_1293-jpg_face_2_jpg.rf.894510d5df6f641128de5fb73e0418b7.jpg,C:\mini_yolo\dataset_final_v1\images\train\closed_eye_1293-jpg_face_2_jpg.rf.894510d5df6f641128de5fb73e0418b7.jpg,unknown,unknown,unknown,train,21809,2,closed_eye,2,0,0,640,640,0.1125,ok,unique,eye_scale,normal_daylight,rgb,141.93,107.22,sharp,unknown,A,eye boxes at eye scale; deployment-relevant framing
closed_eye_1293-jpg_face_2_jpg.rf.c53d5116b230095920841be132ca18b3,unmatched,C:\mini_yolo\dataset\images\train\closed_eye_1293-jpg_face_2_jpg.rf.c53d5116b230095920841be132ca18b3.jpg,C:\mini_yolo\dataset_final_v1\images\train\closed_eye_1293-jpg_face_2_jpg.rf.c53d5116b230095920841be132ca18b3.jpg,unknown,unknown,unknown,train,21810,2,closed_eye,2,0,0,640,640,0.2391,ok,unique,eye_scale,low_light,rgb,92.65,38.36,sharp,unknown,A,eye boxes at eye scale; deployment-relevant framing
closed_eye_1293-jpg_face_2_jpg.rf.fa0f55fab47340b90e6e90a65bd6d015,unmatched,C:\mini_yolo\dataset\images\train\closed_eye_1293-jpg_face_2_jpg.rf.fa0f55fab47340b90e6e90a65bd6d015.jpg,C:\mini_yolo\dataset_final_v1\images\train\closed_eye_1293-jpg_face_2_jpg.rf.fa0f55fab47340b90e6e90a65bd6d015.jpg,unknown,unknown,unknown,train,21811,2,closed_eye,2,0,0,640,640,0.2242,ok,intra_split_near_duplicate,eye_scale,normal_daylight,rgb,142.12,30.26,sharp,unknown,A,eye boxes at eye scale; deployment-relevant framing
closed_eye_1295-jpg_face_1_jpg.rf.21504eaf62d81bd387ef9e73d0234a4d,unmatched,C:\mini_yolo\dataset\images\train\closed_eye_1295-jpg_face_1_jpg.rf.21504eaf62d81bd387ef9e73d0234a4d.jpg,C:\mini_yolo\dataset_final_v1\images\train\closed_eye_1295-jpg_face_1_jpg.rf.21504eaf62d81bd387ef9e73d0234a4d.jpg,unknown,unknown,unknown,train,21812,2,closed_eye,2,0,0,640,640,0.2922,ok,unique,eye_scale,low_light,rgb,74.97,26.05,blurry,unknown,A,eye boxes at eye scale; deployment-relevant framing
closed_eye_1295-jpg_face_1_jpg.rf.464acf542c8661074398b7f417d1863e,unmatched,C:\mini_yolo\dataset\images\train\closed_eye_1295-jpg_face_1_jpg.rf.464acf542c8661074398b7f417d1863e.jpg,C:\mini_yolo\dataset_final_v1\images\train\closed_eye_1295-jpg_face_1_jpg.rf.464acf542c8661074398b7f417d1863e.jpg,unknown,unknown,unknown,train,21813,2,closed_eye,2,0,0,640,640,0.2984,ok,unique,eye_scale,low_light,rgb,88.02,28.27,sharp,unknown,A,eye boxes at eye scale; deployment-relevant framing
closed_eye_1297-jpg_face_1_jpg.rf.049c61de2f664e3057a508dcd117b242,unmatched,C:\mini_yolo\dataset\images\train\closed_eye_1297-jpg_face_1_jpg.rf.049c61de2f664e3057a508dcd117b242.jpg,C:\mini_yolo\dataset_final_v1\images\train\closed_eye_1297-jpg_face_1_jpg.rf.049c61de2f664e3057a508dcd117b242.jpg,unknown,unknown,unknown,train,21816,2,closed_eye,2,0,0,640,640,0.2289,ok,intra_split_near_duplicate,eye_scale,low_light,rgb,78.99,34.5,sharp,unknown,A,eye boxes at eye scale; deployment-relevant framing
closed_eye_1297-jpg_face_1_jpg.rf.0d71be3c3092d84793090db4a32d8f9c,unmatched,C:\mini_yolo\dataset\images\train\closed_eye_1297-jpg_face_1_jpg.rf.0d71be3c3092d84793090db4a32d8f9c.jpg,C:\mini_yolo\dataset_final_v1\images\train\closed_eye_1297-jpg_face_1_jpg.rf.0d71be3c3092d84793090db4a32d8f9c.jpg,unknown,unknown,unknown,train,21818,2,closed_eye,2,0,0,640,640,0.1187,ok,intra_split_near_duplicate,eye_scale,low_light,rgb,79.69,6948.02,sharp,unknown,A,eye boxes at eye scale; deployment-relevant framing
closed_eye_1297-jpg_face_1_jpg.rf.628b687283aee7d372350da9210a3ed2,unmatched,C:\mini_yolo\dataset\images\train\closed_eye_1297-jpg_face_1_jpg.rf.628b687283aee7d372350da9210a3ed2.jpg,C:\mini_yolo\dataset_final_v1\images\train\closed_eye_1297-jpg_face_1_jpg.rf.628b687283aee7d372350da9210a3ed2.jpg,unknown,unknown,unknown,train,21816,2,closed_eye,2,0,0,640,640,0.2289,ok,intra_split_near_duplicate,eye_scale,low_light,rgb,79.16,34.5,sharp,unknown,A,eye boxes at eye scale; deployment-relevant framing
closed_eye_1297-jpg_face_1_jpg.rf.bf0a39469b9ce00874e5cf8b7a3e9d2c,unmatched,C:\mini_yolo\dataset\images\train\closed_eye_1297-jpg_face_1_jpg.rf.bf0a39469b9ce00874e5cf8b7a3e9d2c.jpg,C:\mini_yolo\dataset_final_v1\images\train\closed_eye_1297-jpg_face_1_jpg.rf.bf0a39469b9ce00874e5cf8b7a3e9d2c.jpg,unknown,unknown,unknown,train,21817,2,closed_eye,2,0,0,640,640,0.2359,ok,unique,eye_scale,normal_daylight,rgb,104.44,55.08,sharp,unknown,A,eye boxes at eye scale; deployment-relevant framing
closed_eye_1297-jpg_face_1_jpg.rf.d29ff07ce55ff16af89f424c99b90c2f,unmatched,C:\mini_yolo\dataset\images\train\closed_eye_1297-jpg_face_1_jpg.rf.d29ff07ce55ff16af89f424c99b90c2f.jpg,C:\mini_yolo\dataset_final_v1\images\train\closed_eye_1297-jpg_face_1_jpg.rf.d29ff07ce55ff16af89f424c99b90c2f.jpg,unknown,unknown,unknown,train,21818,2,closed_eye,2,0,0,640,640,0.1187,ok,intra_split_near_duplicate,eye_scale,low_light,rgb,79.08,1961.85,sharp,unknown,A,eye boxes at eye scale; deployment-relevant framing
closed_eye_1304-jpg_face_2_jpg.rf.2d91a65231377747bbab10b41b5100bc,unmatched,C:\mini_yolo\dataset\images\train\closed_eye_1304-jpg_face_2_jpg.rf.2d91a65231377747bbab10b41b5100bc.jpg,C:\mini_yolo\dataset_final_v1\images\train\closed_eye_1304-jpg_face_2_jpg.rf.2d91a65231377747bbab10b41b5100bc.jpg,unknown,unknown,unknown,train,21821,2,closed_eye,2,0,0,640,640,0.218,ok,intra_split_near_duplicate,eye_scale,normal_daylight,rgb,130.83,23.07,blurry,unknown,A,eye boxes at eye scale; deployment-relevant framing
closed_eye_1304-jpg_face_2_jpg.rf.408a505ce193828077f4d59cff383b33,unmatched,C:\mini_yolo\dataset\images\train\closed_eye_1304-jpg_face_2_jpg.rf.408a505ce193828077f4d59cff383b33.jpg,C:\mini_yolo\dataset_final_v1\images\train\closed_eye_1304-jpg_face_2_jpg.rf.408a505ce193828077f4d59cff383b33.jpg,unknown,unknown,unknown,train,21823,2,closed_eye,2,0,0,640,640,0.1203,ok,intra_split_near_duplicate,eye_scale,normal_daylight,rgb,130.64,2096.15,sharp,unknown,A,eye boxes at eye scale; deployment-relevant framing
closed_eye_1304-jpg_face_2_jpg.rf.bbbebce86e3bf48b4b8e92244442183d,unmatched,C:\mini_yolo\dataset\images\train\closed_eye_1304-jpg_face_2_jpg.rf.bbbebce86e3bf48b4b8e92244442183d.jpg,C:\mini_yolo\dataset_final_v1\images\train\closed_eye_1304-jpg_face_2_jpg.rf.bbbebce86e3bf48b4b8e92244442183d.jpg,unknown,unknown,unknown,train,21821,2,closed_eye,2,0,0,640,640,0.218,ok,intra_split_near_duplicate,eye_scale,normal_daylight,rgb,130.97,23.09,blurry,unknown,A,eye boxes at eye scale; deployment-relevant framing
closed_eye_1304-jpg_face_2_jpg.rf.dc505fcc63497d0a53d7808aae26de1e,unmatched,C:\mini_yolo\dataset\images\train\closed_eye_1304-jpg_face_2_jpg.rf.dc505fcc63497d0a53d7808aae26de1e.jpg,C:\mini_yolo\dataset_final_v1\images\train\closed_eye_1304-jpg_face_2_jpg.rf.dc505fcc63497d0a53d7808aae26de1e.jpg,unknown,unknown,unknown,train,21822,2,closed_eye,2,0,0,640,640,0.2375,ok,unique,eye_scale,normal_daylight,rgb,152.37,88.21,sharp,unknown,A,eye boxes at eye scale; deployment-relevant framing
closed_eye_1304-jpg_face_2_jpg.rf.eb7af2ac5702eac3229b4cffb8840290,unmatched,C:\mini_yolo\dataset\images\train\closed_eye_1304-jpg_face_2_jpg.rf.eb7af2ac5702eac3229b4cffb8840290.jpg,C:\mini_yolo\dataset_final_v1\images\train\closed_eye_1304-jpg_face_2_jpg.rf.eb7af2ac5702eac3229b4cffb8840290.jpg,unknown,unknown,unknown,train,21823,2,closed_eye,2,0,0,640,640,0.1203,ok,intra_split_near_duplicate,eye_scale,normal_daylight,rgb,130.58,14675.66,sharp,unknown,A,eye boxes at eye scale; deployment-relevant framing
